16,37028
16,35044
16,35089
16,34386
16,35216
16,34794
16,34541
16,34514
16,34213
16,35114
32,66913
32,66213
32,66592
32,66928
32,66318
32,67856
32,66560
32,83199
32,64819
32,65394
64,105128
64,121550
64,124380
64,108175
64,146324
64,124316
64,101816
64,139863
64,113875
64,140622
128,222039
128,203060
128,221978
128,231711
128,210088
128,243244
128,243887
128,213477
128,232490
128,232956
256,492178
256,440937
256,446639
256,447740
256,458473
256,456974
256,434492
256,438604
256,442066
256,438556
512,1182329
512,1138126
512,1119267
512,1117041
512,1134787
512,1173377
512,1140728
512,1122612
512,1129581
512,1189145
1024,2795045
1024,2904263
1024,2795004
1024,4411551
1024,4410439
1024,3054527
1024,2783883
1024,4471403
1024,4442769
1024,4486144
2048,6812023
2048,6812141
2048,6742608
2048,6813090
2048,6829258
2048,6790558
2048,6819124
2048,6818722
2048,6845268
2048,6779060
4096,16042677
4096,16126454
4096,16087030
4096,16054169
4096,16102506
4096,16137796
4096,16061084
4096,16069224
4096,16085753
4096,16120516
8192,37757756
8192,37761821
8192,38217778
8192,37970100
8192,37745540
8192,38177495
8192,37868028
8192,37712114
8192,37769048
8192,37766653
16384,87282142
16384,87742353
16384,87077692
16384,87301680
16384,87423585
16384,87507767
16384,87065785
16384,87218738
16384,88322509
16384,88802856
32768,196945260
32768,196581022
32768,199410064
32768,199507164
32768,196905444
32768,196885420
32768,196627683
32768,196953163
32768,196907306
32768,196881883
65536,958751785
65536,958200665
65536,962301966
65536,958588477
65536,982573231
131072,2151328015
131072,2153537238
131072,2149321647
131072,2150380058
131072,2167357791
