16,51611
16,35358
16,34279
16,34074
16,35922
16,35614
16,35184
16,34714
16,35321
16,35091
32,72455
32,70705
32,45625
32,71182
32,56652
32,64509
32,54445
32,70610
32,63032
32,71157
64,126148
64,99794
64,90551
64,119669
64,127825
64,105304
64,96035
64,93013
64,90582
64,89598
128,186027
128,186149
128,197581
128,211000
128,194889
128,185065
128,195670
128,197328
128,192163
128,186987
256,451848
256,454308
256,468018
256,455724
256,451149
256,453799
256,477227
256,452595
256,448926
256,449806
512,1251304
512,1278221
512,1281311
512,1236020
512,1259029
512,1248795
512,1257168
512,1242895
512,1256454
512,1252035
1024,3248015
1024,3181417
1024,3189894
1024,4940465
1024,4804542
1024,4163878
1024,3181624
1024,4872866
1024,4987566
1024,4992488
2048,7771668
2048,7718816
2048,7819667
2048,7725495
2048,7669831
2048,7909250
2048,7748237
2048,7834908
2048,7715971
2048,7712280
4096,18548555
4096,18361740
4096,18394877
4096,18406461
4096,18377468
4096,18364327
4096,18354372
4096,18585939
4096,18594918
4096,18356140
8192,43549189
8192,43383598
8192,43374978
8192,43556320
8192,43343591
8192,43499242
8192,43480474
8192,43459738
8192,43441277
8192,43396381
16384,101896004
16384,102998376
16384,103755988
16384,101873668
16384,102048907
16384,102677828
16384,102390035
16384,101913345
16384,102316785
16384,103076968
32768,234426710
32768,233377938
32768,237629474
32768,238490106
32768,233672719
32768,232967017
32768,232985064
32768,233452679
32768,233675184
32768,233538231
