16,33731
16,28947
16,30586
16,28749
16,28442
16,28394
16,28141
16,28472
16,28577
16,28367
32,53480
32,53723
32,52933
32,53671
32,53778
32,53741
32,53011
32,53732
32,53108
32,53286
64,95162
64,87201
64,84227
64,81984
64,87935
64,97324
64,80301
64,79487
64,81819
64,81699
128,141343
128,121658
128,149766
128,170399
128,140749
128,177892
128,146671
128,154172
128,174621
128,175215
256,339545
256,333802
256,334925
256,364451
256,328609
256,348842
256,328389
256,323196
256,312464
256,345036
512,578305
512,638202
512,574296
512,573931
512,598190
512,572877
512,597896
512,595574
512,598066
512,596066
1024,1744058
1024,1734199
1024,1725837
1024,1729704
1024,1734811
1024,1704763
1024,1760441
1024,1769263
1024,1738982
1024,1883871
2048,3709136
2048,3697778
2048,3709870
2048,3700494
2048,3702848
2048,3827851
2048,3699844
2048,3686348
2048,3716647
2048,3679490
4096,12308485
4096,12050635
4096,12079652
4096,12079393
4096,12041503
4096,12037076
4096,12045542
4096,12063951
4096,12059908
4096,13097510
8192,24863502
8192,24837457
8192,24825333
8192,24844531
8192,24832320
8192,24835466
8192,24882226
8192,24838808
8192,24872290
8192,24861422
16384,87706274
16384,87639619
16384,87629400
16384,87642203
16384,87657940
16384,87614035
16384,87642584
16384,87609397
16384,87796873
16384,87589153
32768,178961320
32768,178876704
32768,178865825
32768,178829884
32768,179160770
32768,179036707
32768,178828333
32768,178928703
32768,178815767
32768,178841456
65536,1544458291
65536,1543606167
65536,1541501700
65536,1543526695
65536,1541354694
131072,3053574426
131072,3053137795
131072,3053550735
131072,3066057200
131072,3074296909
