16,39424
16,38308
16,36293
16,35529
16,34791
16,35939
16,36324
16,35479
16,35814
16,35739
32,69868
32,65209
32,69715
32,64918
32,45821
32,33995
32,37551
32,70163
32,68204
32,70910
64,96958
64,109981
64,97135
64,97137
64,95201
64,97149
64,107676
64,95428
64,113712
64,99827
128,183482
128,180112
128,188218
128,187789
128,210759
128,189735
128,187693
128,167197
128,170977
128,190466
256,292152
256,277974
256,265261
256,250323
256,250484
256,264529
256,270579
256,271214
256,248882
256,259183
512,511717
512,508261
512,525880
512,521737
512,517754
512,514274
512,515961
512,518097
512,511654
512,502843
1024,1124705
1024,1103918
1024,1111329
1024,1616060
1024,1127915
1024,1106576
1024,1098932
1024,1148946
1024,1107062
1024,1127704
2048,2428533
2048,2435136
2048,2422382
2048,2428375
2048,2424809
2048,2448175
2048,2435696
2048,2482107
2048,2399078
2048,2449648
4096,4510347
4096,4451143
4096,4518581
4096,4547122
4096,4651953
4096,4443159
4096,4479219
4096,4475029
4096,4618675
4096,4585044
8192,9879539
8192,9938538
8192,9820263
8192,10232287
8192,9851010
8192,9865198
8192,10129753
8192,9972646
8192,9978410
8192,9882359
16384,21793160
16384,22013807
16384,21972092
16384,22199029
16384,21680124
16384,21753898
16384,21967884
16384,21923632
16384,21821817
16384,22363263
32768,48032075
32768,47008882
32768,47887760
32768,47955506
32768,47744494
32768,47183865
32768,48342653
32768,47987101
32768,46846245
32768,47382733
