16,37793
16,38071
16,37511
16,37493
16,35473
16,37361
16,37214
16,37543
16,37276
16,37836
32,75220
32,74775
32,75113
32,74735
32,67423
32,74805
32,72336
32,74947
32,67211
32,69242
64,134449
64,132399
64,130198
64,113574
64,149910
64,123228
64,108279
64,115000
64,130828
64,77757
128,222991
128,231427
128,194556
128,207879
128,172572
128,160525
128,261570
128,260734
128,229464
128,243548
256,374885
256,400014
256,369971
256,402826
256,372755
256,387036
256,375327
256,396259
256,369779
256,380589
512,761324
512,744870
512,753337
512,757712
512,774166
512,740484
512,750985
512,738670
512,748913
512,773715
1024,1552422
1024,1541945
1024,1602130
1024,1581936
1024,1574895
1024,1567568
1024,1601531
1024,1606792
1024,1605753
1024,1615618
2048,3343318
2048,3325728
2048,3352851
2048,3330366
2048,3360910
2048,3366881
2048,3363434
2048,3368464
2048,3368179
2048,3342944
4096,7097380
4096,7093639
4096,7102724
4096,7103336
4096,7095509
4096,7107885
4096,7108322
4096,7194304
4096,7226749
4096,7141170
8192,15178371
8192,15178099
8192,15214237
8192,15194605
8192,15186267
8192,15225768
8192,15184827
8192,15177971
8192,15177641
8192,15194943
16384,32856019
16384,32783429
16384,32902150
16384,32668947
16384,32745607
16384,32831590
16384,32673002
16384,32630352
16384,32568813
16384,32581841
32768,69363591
32768,69076641
32768,69205622
32768,69101173
32768,69099715
32768,69093113
32768,69187469
32768,69097882
32768,69126860
32768,69096402
