4096,853228
4096,488129
16,12792
16,8699
16,8155
16,9182
16,12464
16,8027
16,10410
16,11217
16,8467
16,8502
32,12087
32,12297
32,12937
32,14284
32,14807
32,13572
32,11764
32,13032
32,10563
32,10547
64,25377
64,19247
64,22542
64,34126
64,17862
64,20167
64,16769
64,28641
64,24557
64,29491
128,51453
128,49296
128,37094
128,60215
128,30946
128,29571
128,28034
128,52881
128,29821
128,49798
256,30670
256,28428
256,29454
256,58689
256,58532
256,66370
256,54491
256,51777
256,60259
256,69858
512,158999
512,159153
512,69640
512,169766
512,95568
512,119089
512,93096
512,151910
512,82125
512,145576
1024,111484
1024,133376
1024,208105
1024,157983
1024,148665
1024,200875
1024,237054
1024,136453
1024,231794
1024,225944
2048,282123
2048,412164
2048,425668
2048,214849
2048,409122
2048,433548
2048,520980
2048,468681
2048,327415
2048,259149
4096,405881
4096,624499
4096,418185
4096,893775
4096,426942
4096,785153
4096,597492
4096,742175
4096,471680
4096,398481
8192,1762489
8192,1921066
8192,1655552
8192,752110
8192,1066906
8192,1977272
8192,1468004
8192,1442456
8192,1297436
8192,1254673
16384,3555787
16384,1937075
16384,2209842
16384,3020594
16384,2122978
16384,4257912
16384,1401092
16384,4474571
16384,3110478
16384,2045070
32768,4700428
32768,3403109
32768,9220148
32768,3530808
32768,3890058
32768,7907652
32768,6942896
32768,4304498
32768,4594541
32768,3913193
65536,6617752
65536,12293157
65536,7584555
65536,14772271
65536,21165677
65536,17533090
65536,12758638
65536,11404320
65536,5828263
