4096,851525591
4096,897065986
16,27624
16,25817
16,26759
16,25596
16,25646
16,25646
16,25636
16,25566
16,25857
16,26194
32,72451
32,79014
32,75446
32,82585
32,72904
32,53854
32,70058
32,78812
32,82634
32,40080
64,212813
64,179254
64,186531
64,178921
64,185414
64,191738
64,186000
64,181310
64,185361
64,178742
128,604488
128,633855
128,631494
128,616220
128,654349
128,598473
128,619634
128,656746
128,598828
128,649121
256,2334561
256,2331028
256,2327657
256,2341441
256,2390548
256,2368697
256,2370368
256,2396339
256,2378908
256,2399002
512,10524897
512,10483812
512,10497134
512,10526272
512,10643800
512,10507331
512,10551188
512,10446412
512,10448683
512,10507552
1024,47526790
1024,47357548
1024,47277789
1024,47305290
1024,47424709
1024,47426827
1024,47453289
1024,47325080
1024,47324286
1024,48463263
2048,218315231
2048,204290546
2048,203849223
2048,207649007
2048,203684322
2048,215047363
2048,204204198
2048,203601226
2048,203936215
2048,203608400
4096,845020581
4096,859282033
4096,857169565
4096,846812641
4096,869490059
4096,845172673
4096,844797531
4096,854191247
4096,851838491
4096,845682784
8192,3341800801
8192,3378287167
8192,3344448222
8192,3345872989
8192,3344818240
8192,3347844161
8192,3347477188
8192,3346542340
8192,3343906478
8192,3346337601
16384,13208216776
16384,13242494420
16384,13547874294
16384,13075754274
16384,13068297354
16384,13215206392
16384,13510029291
16384,13237254168
16384,13070053800
16384,13072748457
32768,52634565498
32768,52379252077
32768,52046528581
32768,52033559140
32768,52053508231
32768,52091229358
32768,52052140417
32768,52048599922
32768,52342598170
32768,52184956388
65536,208743169085
65536,326467901625
65536,209324368127
65536,209423913969
65536,329035203153
65536,209135287501
65536,208841430823
65536,209559886566
65536,209195757413
